报案号1,	报案号2,	关系
9020003312014001532,	9020003312015000083,	"['同报案人', '同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312014001532,	9020003262016002915,	"['同报案人', '同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312014001532,	9020003262016006624,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312014001532,	9020003202016006081,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312014001532,	9020003202009004028,	['同报案电话']
9020003312014001532,	9020003202009011396,	['同报案电话']
9020003312014001532,	9020003262012013949,	['同报案电话']
9020003312014001532,	9020003202012006645,	['同报案电话']
9020003312014001532,	9020003202014000059,	"['同报案人', '同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312014001532,	9025603362019000026,	"['同报案人', '同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312014001532,	9025603362017000027,	"['同报案人', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312014001532,	9025103202014000015,	['同报案电话']
9020003312014001532,	9020003262014005920,	['同报案电话']
9020003312014001532,	9020003202015000152,	['同报案电话']
9020003312014001532,	9020003262015000359,	['同报案电话']
9020003312014001532,	9025603202015000063,	['同报案电话']
9020003312014001532,	9025603202015000177,	['同报案电话']
9020003312014001532,	9025603202018000010,	['同报案电话']
9020003312015000083,	9020003262016002915,	"['同报案人', '同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312015000083,	9020003262016006624,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312015000083,	9020003202016006081,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312015000083,	9020003202009004028,	['同报案电话']
9020003312015000083,	9020003202009011396,	['同报案电话']
9020003312015000083,	9020003262012013949,	['同报案电话']
9020003312015000083,	9020003202012006645,	['同报案电话']
9020003312015000083,	9020003202014000059,	"['同报案人', '同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312015000083,	9025603362019000026,	"['同报案人', '同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312015000083,	9025603362017000027,	"['同报案人', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003312015000083,	9025103202014000015,	['同报案电话']
9020003312015000083,	9020003262014005920,	['同报案电话']
9020003312015000083,	9020003202015000152,	['同报案电话']
9020003312015000083,	9020003262015000359,	['同报案电话']
9020003312015000083,	9025603202015000063,	['同报案电话']
9020003312015000083,	9025603202015000177,	['同报案电话']
9020003312015000083,	9025603202018000010,	['同报案电话']
9020003262016002915,	9020003262016006624,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262016002915,	9020003202016006081,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262016002915,	9020003202009004028,	['同报案电话']
9020003262016002915,	9020003202009011396,	['同报案电话']
9020003262016002915,	9020003262012013949,	['同报案电话']
9020003262016002915,	9020003202012006645,	['同报案电话']
9020003262016002915,	9020003202014000059,	"['同报案人', '同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262016002915,	9025603362019000026,	"['同报案人', '同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262016002915,	9025603362017000027,	"['同报案人', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262016002915,	9025103202014000015,	['同报案电话']
9020003262016002915,	9020003262014005920,	['同报案电话']
9020003262016002915,	9020003202015000152,	['同报案电话']
9020003262016002915,	9020003262015000359,	['同报案电话']
9020003262016002915,	9025603202015000063,	['同报案电话']
9020003262016002915,	9025603202015000177,	['同报案电话']
9020003262016002915,	9025603202018000010,	['同报案电话']
9020003262016006624,	9020003202016006081,	"['同报案人', '同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号', '同三者联系电话']"
9020003262016006624,	9020003202014000059,	"['同报案人', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262016006624,	9025603362019000026,	"['同报案人', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262016006624,	9025603362017000027,	"['同报案人', '同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262016006624,	9025603362019000036,	['同报案电话']
9020003262016006624,	9025603202015000352,	['同报案电话']
9020003262016006624,	9025603202017000188,	['同报案电话']
9020003262016006624,	9025603202018000261,	['同报案电话']
9020003262016006624,	9025603202019000039,	['同报案电话']
9020003202016006081,	9020003202014000059,	"['同报案人', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003202016006081,	9025603362019000026,	"['同报案人', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003202016006081,	9025603362017000027,	"['同报案人', '同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003202016006081,	9025603362019000036,	['同报案电话']
9020003202016006081,	9025603202015000352,	['同报案电话']
9020003202016006081,	9025603202017000188,	['同报案电话']
9020003202016006081,	9025603202018000261,	['同报案电话']
9020003202016006081,	9025603202019000039,	['同报案电话']
9020003202009004028,	9020003202009011396,	"['同报案电话', '同标的车牌号', '同标的车架号']"
9020003202009004028,	9020003262012013949,	['同报案电话']
9020003202009004028,	9020003202012006645,	['同报案电话']
9020003202009004028,	9020003202014000059,	['同报案电话']
9020003202009004028,	9025603362019000026,	['同报案电话']
9020003202009004028,	9025103202014000015,	['同报案电话']
9020003202009004028,	9020003262014005920,	['同报案电话']
9020003202009004028,	9020003202015000152,	['同报案电话']
9020003202009004028,	9020003262015000359,	['同报案电话']
9020003202009004028,	9025603202015000063,	['同报案电话']
9020003202009004028,	9025603202015000177,	['同报案电话']
9020003202009004028,	9025603202018000010,	['同报案电话']
9020003202009011396,	9020003262012004884,	['同三者联系电话']
9020003202009011396,	9020003202012002811,	['同三者联系电话']
9020003202009011396,	9020003262012013949,	['同报案电话']
9020003202009011396,	9020003202012006645,	['同报案电话']
9020003202009011396,	9020003202014000059,	['同报案电话']
9020003202009011396,	9025603362019000026,	['同报案电话']
9020003202009011396,	9025103202014000015,	['同报案电话']
9020003202009011396,	9020003262014005920,	['同报案电话']
9020003202009011396,	9020003202015000152,	['同报案电话']
9020003202009011396,	9020003262015000359,	['同报案电话']
9020003202009011396,	9025603202015000063,	['同报案电话']
9020003202009011396,	9025603202015000177,	['同报案电话']
9020003202009011396,	9025603202018000010,	['同报案电话']
9020003262012004884,	9020003202012002811,	"['同报案人', '同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号', '同三者联系电话']"
9020003262012004884,	9020003262012013949,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262012004884,	9020003202012006645,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003202012002811,	9020003262012013949,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003202012002811,	9020003202012006645,	"['同报案人', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003262012013949,	9020003202012006645,	"['同报案人', '同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号', '同三者联系电话']"
9020003262012013949,	9020003202014000059,	['同报案电话']
9020003262012013949,	9025603362019000026,	['同报案电话']
9020003262012013949,	9025103202014000015,	['同报案电话']
9020003262012013949,	9020003262014005920,	['同报案电话']
9020003262012013949,	9020003202015000152,	['同报案电话']
9020003262012013949,	9020003262015000359,	['同报案电话']
9020003262012013949,	9025603202015000063,	['同报案电话']
9020003262012013949,	9025603202015000177,	['同报案电话']
9020003262012013949,	9025603202018000010,	['同报案电话']
9020003202012006645,	9020003202014000059,	['同报案电话']
9020003202012006645,	9025603362019000026,	['同报案电话']
9020003202012006645,	9025103202014000015,	['同报案电话']
9020003202012006645,	9020003262014005920,	['同报案电话']
9020003202012006645,	9020003202015000152,	['同报案电话']
9020003202012006645,	9020003262015000359,	['同报案电话']
9020003202012006645,	9025603202015000063,	['同报案电话']
9020003202012006645,	9025603202015000177,	['同报案电话']
9020003202012006645,	9025603202018000010,	['同报案电话']
9020003202014000059,	9025603362019000026,	"['同报案人', '同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003202014000059,	9025603362017000027,	"['同报案人', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9020003202014000059,	9025103202014000015,	['同报案电话']
9020003202014000059,	9020003262014005920,	['同报案电话']
9020003202014000059,	9020003202015000152,	['同报案电话']
9020003202014000059,	9020003262015000359,	['同报案电话']
9020003202014000059,	9025603202015000063,	['同报案电话']
9020003202014000059,	9025603202015000177,	['同报案电话']
9020003202014000059,	9025603202018000010,	['同报案电话']
9025603362019000026,	9025603362017000027,	"['同报案人', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9025603362019000026,	9025103202014000015,	['同报案电话']
9025603362019000026,	9020003262014005920,	['同报案电话']
9025603362019000026,	9020003202015000152,	['同报案电话']
9025603362019000026,	9020003262015000359,	['同报案电话']
9025603362019000026,	9025603202015000063,	['同报案电话']
9025603362019000026,	9025603202015000177,	['同报案电话']
9025603362019000026,	9025603202018000010,	['同报案电话']
9025603362017000027,	9025603362019000036,	['同报案电话']
9025603362017000027,	9020003262008008440,	"['同标的车牌号', '同标的车架号']"
9025603362017000027,	9020003262008055348,	"['同标的车牌号', '同标的车架号']"
9025603362017000027,	9020003202009000058,	"['同标的车牌号', '同标的车架号']"
9025603362017000027,	9020003262011019424,	"['同标的车牌号', '同标的车架号']"
9025603362017000027,	9020003262012001265,	"['同标的车牌号', '同标的车架号']"
9025603362017000027,	9020003262012006942,	"['同标的车牌号', '同标的车架号']"
9025603362017000027,	9020003262012011169,	"['同标的车牌号', '同标的车架号']"
